id,amenity,lat,lon
1541,pharmacy,10.7772027,106.7040985
1542,shop,10.7666709,106.6877461
1543,restaurant,10.7746812,106.7042541
1544,cafe,10.7730326,106.7034137
1545,restaurant,10.7878678,106.6964429
1546,shop,10.7709554,106.6900191
1547,restaurant,10.7531751,106.6696534
1548,restaurant,10.7724964,106.6965364
1549,restaurant,10.7922708,106.6958688
1550,bar,10.7871091,106.6912573
1551,bar,10.789136,106.698469
1552,fast_food,10.7754512,106.69674
1553,restaurant,10.7709508,106.6860176
1554,restaurant,10.7743273,106.700606
1555,shop,10.7736896,106.6975615
1556,atm,10.7906928,106.6946425
1557,restaurant,10.7797521,106.7041192
1558,shop,10.7655607,106.6924438
1559,shop,10.7895203,106.6781405
1560,pharmacy,10.7548819,106.6677109
1561,bank,10.7531925,106.6736636
1562,restaurant,10.7819618,106.6926726
1563,shop,10.7838908,106.6988927
1564,atm,10.7684518,106.679254
1565,cafe,10.7730412,106.7025775
1566,shop,10.7654,106.6888844
1567,restaurant,10.7708322,106.6792575
1568,fast_food,10.7789193,106.7026545
1569,restaurant,10.7663169,106.6913488
1570,food_court,10.7670104,106.6872004
1571,cafe,10.7663744,106.6937208
1572,shop,10.7849873,106.6957305
1573,restaurant,10.7773229,106.6998263
1574,shop,10.7908088,106.6780112
1575,shop,10.7890455,106.7036532
1576,restaurant,10.7900228,106.7011029
1577,restaurant,10.7772883,106.6977562
1578,bank,10.7684416,106.6948566
1579,restaurant,10.7534575,106.673872
1580,restaurant,10.7667351,106.6940144
1581,shop,10.7539329,106.6615747
1582,cafe,10.7700609,106.6934601
1583,shop,10.7873084,106.6888386
1584,restaurant,10.7890658,106.7027182
1585,restaurant,10.7520124,106.659823
1586,restaurant,10.7717028,106.7004373
1587,cafe,10.768602,106.6900885
1588,restaurant,10.7732582,106.7017621
1589,restaurant,10.7838673,106.6971695
1590,restaurant,10.7622173,106.6916727
1591,restaurant,10.7525533,106.6703103
1592,fast_food,10.7770829,106.7035061
1593,atm,10.7743803,106.6954156
1594,fast_food,10.7736838,106.6975146
1595,cafe,10.7547359,106.6603957
1596,shop,10.7689694,106.6940857
1597,restaurant,10.7653259,106.6932832
1598,restaurant,10.7685706,106.6871539
1599,restaurant,10.7773654,106.6981201
